umap_x,umap_y,label_str
12.713667,1.5533814,Center
7.0597534,10.465465,Random
12.278625,-0.20540866,Donut
14.153242,9.120862,Edge-Ring
20.343727,-6.111197,Donut
12.627235,1.3576958,none
14.982601,-1.2402573,Loc
14.038408,-1.8554196,Loc
17.068403,16.39459,Edge-Ring
13.615706,-0.102825224,Loc
7.477046,10.667156,Center
14.959575,9.142906,Edge-Ring
9.861096,2.1450744,Random
-5.051057,-2.0795937,Edge-Ring
13.197242,-1.4379661,Edge-Loc
12.918472,-2.2258103,Random
7.1574965,10.738388,Center
20.290379,-6.140407,Donut
13.845349,0.8820462,Loc
14.914703,-4.923374,Scratch
4.561079,0.35488114,Random
6.241155,0.90786326,Random
20.396006,-5.829744,Donut
13.699579,-0.35378718,Edge-Ring
10.584724,2.4717686,Loc
1.8920528,6.037609,Scratch
14.115839,-2.0464637,Random
6.2953534,0.8607464,Near-full
14.3815365,-0.5870408,Edge-Loc
11.961561,-2.370704,none
14.921297,-0.022328863,none
13.110607,-0.7520973,Edge-Loc
19.801838,-5.7092004,Donut
13.886186,3.2577744,Loc
16.06923,5.1118665,Edge-Ring
13.715037,-1.0896422,Loc
12.194717,-1.2535009,Random
13.639128,-0.94090116,Scratch
14.039598,-1.2465765,Scratch
7.062768,10.960592,Center
12.854451,-1.7702459,Edge-Loc
11.613271,1.7484182,Edge-Loc
7.1148653,11.168922,Center
12.621353,-1.1507524,Edge-Loc
1.8109685,6.0160956,Edge-Loc
13.878906,0.99080175,Scratch
20.11421,5.396554,none
12.648116,-1.6923844,none
13.302404,-1.2326814,Scratch
11.757119,-0.41770712,Donut
19.803358,-5.953313,Donut
13.659613,1.8767134,Loc
19.524225,-6.1139526,Donut
10.779179,-0.8797527,Donut
13.0335455,1.5090872,Scratch
13.919878,0.9290997,Edge-Loc
7.4437766,10.672807,Center
7.1705704,10.879054,Center
20.057426,-6.006259,Donut
7.008434,11.034894,Center
12.87876,-2.2715185,Loc
13.492767,0.09025518,Edge-Ring
7.2171187,10.537994,Center
14.884236,2.212374,Center
12.671812,0.21852672,Edge-Loc
4.651586,0.38602498,Random
13.345657,-1.9354419,none
6.288139,0.8633614,Near-full
7.0664344,10.632247,Center
7.5010986,0.23449902,Near-full
20.435167,-5.8249836,Donut
12.8786955,1.6839929,Center
7.6692753,0.5740969,Near-full
19.870308,5.292932,Edge-Loc
13.08072,-1.8997365,Scratch
13.562328,1.062962,Loc
13.769918,9.099689,Random
-8.290374,6.3032074,Edge-Ring
12.824737,0.24429414,Donut
13.871674,0.9868143,Edge-Ring
1.9108359,6.024693,none
14.449743,-0.5322542,Edge-Ring
7.0497518,10.758831,Center
11.998685,-2.3492146,Scratch
10.450504,2.5638893,Donut
4.546084,0.31968874,Random
12.12473,0.29526544,Scratch
12.655241,-1.0640692,Edge-Loc
0.09152792,19.061874,Edge-Ring
19.93087,-6.1807213,Donut
13.355528,-1.2962321,Scratch
13.054388,-2.041701,Loc
8.2839775,-0.7873624,Edge-Loc
13.345843,1.5772363,Random
13.728976,-0.31755224,Scratch
13.801713,-0.7874611,Edge-Loc
14.359812,9.881959,Edge-Ring
13.38575,-1.263987,Scratch
14.939773,-1.2206254,Scratch
10.193759,1.0292468,Edge-Loc
13.406212,-3.1305335,Edge-Ring
14.365616,9.888564,Edge-Ring
13.081186,2.2582183,Scratch
12.836124,-1.784801,Scratch
13.419976,-1.3841536,Scratch
20.12617,5.364506,Edge-Loc
14.79975,-2.3288333,Edge-Loc
9.06864,-0.26360917,Donut
7.585301,10.341429,Center
7.6164703,-0.8559089,Random
12.820708,-1.7905359,Scratch
20.145521,5.332227,Loc
10.605144,0.14730342,Center
11.964209,2.2879736,Random
19.525726,-6.071314,Donut
12.846292,-1.432555,Scratch
8.388022,-0.40559715,Donut
4.591051,0.36801547,Random
14.845663,2.2209578,Center
13.480213,-1.9288726,Loc
12.541548,-0.5097387,Edge-Loc
10.72316,-0.268627,Center
12.370371,-0.06087904,Center
14.845797,-2.3650372,Loc
13.270892,-0.4517365,Loc
4.575819,0.37060985,Random
12.482019,-0.15240718,Edge-Loc
13.1672945,1.7190926,Scratch
19.756546,5.287189,Edge-Loc
16.2501,5.291095,Edge-Ring
12.988624,0.3495047,Edge-Loc
12.838261,1.9908096,Loc
11.463053,-0.48415086,Center
7.5548577,10.706896,Center
7.779391,0.24808243,Random
7.694682,0.64026576,Near-full
13.4204,1.823122,Scratch
19.667425,-5.697142,Donut
10.259028,-0.6767783,Loc
15.439039,0.13498072,Center
12.626724,-2.4419217,none
11.297102,1.9311641,Loc
11.042324,-0.13749185,Center
20.164959,5.2897773,Edge-Loc
14.982329,-1.0366584,Edge-Loc
10.477065,2.548727,Donut
14.81757,-2.3273728,Center
12.664843,1.6369064,Loc
12.912225,1.688668,Loc
13.308227,-1.4031177,Edge-Loc
14.391597,-0.6645249,Edge-Loc
10.51736,2.2574117,Random
14.907396,-1.2638834,none
13.387705,-3.0313532,Loc
13.759715,-0.7194826,Edge-Loc
0.036376137,19.156786,Edge-Ring
7.2591577,10.7747965,Center
12.547947,0.7023157,Scratch
19.415577,-5.4711823,Donut
11.941787,-2.442857,Scratch
15.371944,-0.011654578,Scratch
7.015514,0.9296256,Random
0.74406236,11.339171,none
0.7344951,11.3490305,none
1.7975215,5.9674335,none
13.455235,9.032716,Random
1.9417593,5.974868,Scratch
13.097821,-1.4838108,Edge-Loc
13.477726,8.998635,Random
0.09654555,19.015066,Edge-Loc
14.1257515,0.69274485,Edge-Loc
12.057749,2.3803043,none
15.021001,-1.2038323,Random
11.874081,-0.40792695,Donut
12.84808,1.6361388,Loc
7.2486787,0.4295483,Random
7.3383718,0.59880215,Near-full
12.370354,0.038621694,Scratch
15.43402,0.13702878,Edge-Loc
15.348956,0.008970962,Center
12.573559,1.8546466,Loc
12.651958,1.5375912,Scratch
15.337783,0.018206501,Scratch
7.2926316,0.62705886,Near-full
7.292414,10.684572,Center
14.619273,-0.9342835,Loc
14.923957,9.1442,Edge-Ring
14.7870455,-2.3615577,Center
14.996049,-1.3325512,Edge-Loc
14.957095,0.055056218,Loc
13.361055,-1.0867963,Edge-Loc
0.74931973,11.333609,Scratch
12.696376,1.365053,Loc
19.380068,-6.079506,Donut
13.771197,-0.7311778,none
14.887586,-1.2583933,Edge-Loc
15.367352,0.19904122,none
13.558672,-1.1669331,none
7.40386,10.6452875,Center
13.43131,-1.3007219,Edge-Loc
14.252631,-0.6874133,Edge-Loc
7.3807397,10.633702,Center
13.848906,-0.2985405,Donut
11.698488,-0.47445336,Donut
20.129663,5.3601155,none
12.917297,0.65357924,Edge-Loc
12.067382,2.2840102,Center
13.827738,-0.15237328,Edge-Loc
12.78777,-1.9892688,Center
14.223817,-0.47588578,Edge-Loc
12.127251,2.193502,Center
16.171892,5.2206545,Edge-Ring
12.58431,-0.46504754,Edge-Loc
12.033869,2.4308872,Random
7.060127,10.63903,Center
12.758389,-0.33288231,Scratch
13.897559,0.04704958,Loc
10.18018,1.0456403,Loc
7.209443,11.029699,Center
14.96801,-0.15422067,none
13.840963,-0.52096844,Donut
14.824011,-2.3321645,Loc
12.111649,2.180244,Center
7.2003593,10.826118,Center
7.431833,10.565604,Center
14.459435,-1.2013543,none
11.984467,1.3942282,none
10.379858,2.5802794,Donut
13.633101,1.0852076,none
14.913099,-1.1217252,Random
10.634308,-0.35988325,Center
13.870304,2.2451758,Edge-Loc
0.048555113,19.036333,Edge-Ring
20.48388,-5.918283,Donut
10.35028,-0.6574478,Center
14.351442,-1.6699687,none
10.377639,6.258411,Random
14.073604,-1.7982111,none
11.015538,-0.68890667,Center
14.906177,1.3320235,none
13.407709,8.997988,Random
10.183451,1.0573905,Edge-Loc
12.749473,-2.178393,Loc
13.435421,-0.9925463,Scratch
13.111122,-1.9070117,none
14.845154,-1.2605323,Loc
7.294555,10.646997,Center
16.575537,9.99676,Edge-Ring
15.329212,0.08433561,none
13.849467,-0.19119672,Loc
15.248532,0.13527697,Edge-Loc
13.120059,0.85986274,Edge-Loc
6.8853803,10.962174,Center
13.046839,2.1688836,Scratch
11.943015,-0.3307509,Donut
14.091998,-1.164561,Scratch
12.071778,1.8350085,Donut
19.850176,-6.0818753,Donut
1.8191215,6.0223684,Edge-Ring
0.082644306,19.044249,Edge-Ring
14.902844,1.3658817,Scratch
7.30861,-0.5903459,Random
7.353122,10.795237,Center
20.433462,-5.8964295,Donut
13.474702,-1.125845,none
-0.08043103,19.14676,Edge-Ring
15.333005,0.1580601,Scratch
6.8446636,0.16614096,Near-full
19.87767,-5.7797866,Donut
-5.07958,-2.045158,Edge-Ring
0.1405008,18.982832,Edge-Ring
12.363453,-1.6537931,Loc
20.129566,5.3801184,Scratch
11.59583,-0.51150465,Donut
13.9691,0.81734484,Loc
6.8263144,0.14236644,Near-full
7.2777824,10.750957,Center
14.304339,-0.54421073,none
4.536738,0.37207454,Random
7.2090855,10.714159,Center
12.827867,-2.0910897,Loc
13.0730095,2.0729773,Edge-Loc
4.577357,0.3181752,Random
14.545804,-1.0082203,Edge-Loc
10.139949,1.055048,Loc
10.613154,-0.1787043,Center
15.3934965,0.07952715,Edge-Loc
6.3018785,0.8787594,Near-full
12.657445,-1.1051384,none
10.669956,2.4623268,Loc
14.083672,-0.16187611,Center
0.04635211,19.056309,Edge-Ring
6.879026,0.15449138,Near-full
12.908658,0.122287326,Edge-Loc
15.132565,0.18279636,none
-5.095936,-2.0485,Edge-Ring
11.015078,-0.79578197,Donut
15.357722,-0.012943281,Loc
15.337513,0.12073066,Edge-Loc
19.874699,-6.0335627,Donut
12.833989,-1.6818417,none
7.6308355,0.5805667,Near-full
15.563597,4.529008,Edge-Ring
7.4156175,10.7922735,Center
16.25253,5.292446,Edge-Ring
7.0036883,10.999575,Center
13.517568,9.058976,Random
11.760024,-1.5740262,Random
0.05630941,19.053911,Edge-Ring
1.9401983,6.085567,Loc
13.446589,1.2212187,Scratch
1.8585043,6.045824,none
6.2960954,0.85603476,Random
20.187107,5.4418797,Donut
13.464717,9.06311,Random
19.382675,-5.6506906,Donut
11.905038,-2.4490786,Donut
13.012595,3.3167002,Edge-Ring
13.430323,-1.6983031,Scratch
12.576308,1.5527121,Loc
7.3136835,10.620965,Center
13.063225,-1.8824904,Scratch
10.858,-0.032139935,Center
15.040394,-1.2083788,none
20.109169,5.362098,none
14.393316,9.934034,Edge-Ring
11.653806,2.1069064,Random
12.105927,0.27222568,none
6.8823214,10.891141,Center
13.269762,-1.1462345,none
4.58424,0.35862637,Random
12.54279,1.0877608,Center
15.672999,2.029819,Donut
16.162182,5.205602,Edge-Ring
10.444933,-0.22222677,Center
7.1903687,10.925871,Center
20.172651,-6.200196,Loc
12.670736,-0.37964204,Scratch
14.274922,-0.70269215,Center
13.265741,-0.8800863,Edge-Loc
12.660268,-1.1269126,Edge-Ring
19.43876,-5.776478,Donut
20.078817,5.4340434,Random
20.029434,-6.151598,Donut
20.452213,-5.922495,Donut
14.097235,-1.4741951,none
13.897544,3.2755666,none
15.415174,0.098820105,Edge-Loc
12.896521,1.3108845,none
12.864872,-1.5508298,Edge-Loc
10.161793,1.0567452,Scratch
20.234814,-6.1829386,Loc
16.05635,5.1025596,Edge-Ring
6.9440203,11.032435,Center
12.7363,1.708896,Scratch
11.944586,2.4645355,Loc
6.9551606,10.813882,Center
10.370742,6.2666483,Random
7.486891,10.6595,Center
19.47197,-5.5281982,Donut
1.9479444,6.0620356,none
20.01741,5.3204885,Edge-Loc
13.6735935,-0.7494568,Loc
20.439245,-5.866951,Donut
14.914964,2.1383228,Loc
13.921213,3.308519,Center
13.606177,-0.93963957,Edge-Loc
10.56887,-0.77861255,Loc
20.090902,5.3020306,none
16.136395,5.1800714,Edge-Ring
6.97682,1.0048366,Near-full
15.426471,0.12286682,Edge-Loc
20.281973,5.2625794,Loc
12.878757,1.2591852,none
14.667572,-1.259156,none
12.684174,-2.4436488,Edge-Loc
13.9628725,0.021513436,Edge-Loc
13.459729,9.022444,Random
12.9852495,0.7603615,Edge-Loc
13.124708,1.6236573,Scratch
11.368067,-0.43140045,Center
10.508576,-0.038820066,Center
11.891731,-2.1992114,Center
1.6593759,5.855772,Edge-Ring
7.005478,0.32788125,Random
10.4895315,2.500593,Donut
13.390713,1.2248533,Edge-Loc
1.9179717,6.0626655,none
13.850304,-0.14347206,Loc
7.661232,0.59284776,Near-full
12.026008,2.3412957,Edge-Loc
10.224621,2.4050741,Random
0.11422457,19.12236,Edge-Ring
6.960061,1.0058979,Near-full
12.316267,-0.34161165,Center
12.818162,-1.9382442,Edge-Loc
13.51575,-0.44963005,Scratch
11.522656,-0.61237997,Loc
14.562818,-1.0347579,Loc
13.805446,2.1514938,Edge-Loc
10.916871,-0.18916833,Center
-5.019913,-2.128113,Edge-Ring
13.888539,3.259206,none
13.802053,-1.4884285,none
13.664521,-0.67036086,Loc
10.303551,2.5672908,Donut
11.958077,-2.3585076,Scratch
19.92589,-5.6265535,Donut
6.963686,10.637572,Center
16.05355,5.0959096,Edge-Ring
12.855095,1.7473837,Center
7.1121106,10.696145,Center
14.098988,-1.8190546,none
7.435078,10.704006,Center
8.035962,-1.7056543,Edge-Ring
13.659587,9.142685,Random
13.128483,-2.0793273,none
8.162008,-1.2401236,Edge-Loc
19.462145,-6.1554074,Donut
15.389638,0.20346822,Random
6.8105726,0.14108886,Near-full
13.537844,9.090984,Random
7.2166476,10.743272,Center
13.965122,-1.2517647,Scratch
14.632104,1.4941096,Edge-Ring
7.254879,10.758584,Center
19.535467,-6.027385,Donut
12.02834,2.4119184,Loc
10.140116,1.0915616,Scratch
6.9079905,11.092451,Center
12.274359,-0.45016736,Donut
13.27018,-2.9256632,Loc
12.342246,-0.33033943,none
6.886007,11.025544,Center
7.567721,10.737791,Center
7.0848866,10.636815,Center
1.9867314,6.1436777,Edge-Loc
7.6231837,0.32612914,Near-full
14.685463,-2.20978,Loc
13.311496,1.289246,Scratch
-5.061024,-2.0652776,Edge-Ring
10.0975275,1.0316248,Edge-Loc
13.389132,-3.0060375,Scratch
13.750033,-0.2980604,Edge-Loc
7.018966,0.7139205,Random
7.7130647,0.96247196,Near-full
16.053198,5.095307,Edge-Ring
6.907845,10.974919,Center
6.938605,10.9792385,Center
20.177862,5.4069552,Loc
13.18207,-2.041198,Edge-Loc
7.116757,10.648934,Center
15.37247,0.18835995,Scratch
1.7151562,5.928226,Edge-Loc
12.509181,-0.34642267,Scratch
9.940732,2.4201307,Random
13.396672,-1.3698337,Scratch
20.12763,5.333597,Scratch
14.188989,-1.9760818,Donut
13.593261,9.1077385,Random
1.7335528,6.009422,Loc
11.866503,-1.644482,Edge-Loc
14.192197,-1.4886781,none
13.417737,9.005661,Random
16.147398,5.190538,Edge-Ring
13.529433,-1.3535196,Scratch
13.90814,3.2733517,Center
11.833953,-1.676458,Donut
14.183242,-1.921005,Loc
20.16143,-5.7060213,Donut
12.635929,2.2677186,Edge-Ring
13.833371,2.2013986,Scratch
13.543462,-0.6018972,Scratch
14.245529,9.539157,Edge-Ring
10.158327,1.0365591,Loc
13.4190645,-1.2898024,Scratch
6.905593,11.091205,Center
7.4160647,10.74107,Center
7.518548,10.705852,Center
15.428579,0.25420982,Loc
14.873566,2.1977172,Scratch
12.74607,1.8142575,Loc
13.833652,9.16015,Random
14.291471,-0.5481824,Donut
11.907,2.5423324,Edge-Loc
12.666457,-0.105206616,Random
17.065887,16.3936,Edge-Ring
15.305982,0.17110102,none
9.82407,2.4786026,Random
14.864291,2.1931815,Scratch
7.1281695,10.874681,Center
14.260381,-1.2283024,Loc
13.899788,3.2744443,Scratch
12.082691,2.3240001,Edge-Loc
15.359856,0.030445423,none
17.052217,16.410353,Edge-Ring
13.0126,3.2620847,Center
13.600771,-0.16195798,Random
14.1866255,9.182231,Edge-Ring
12.08175,1.8050466,Donut
11.508685,-1.4259169,Donut
14.879139,-1.3443484,Edge-Loc
14.0751,-1.5906558,none
14.106997,-1.8178738,Edge-Loc
12.737762,-0.3928193,Loc
10.645283,0.16344851,Center
14.247986,1.7042912,Scratch
13.845604,-0.3729815,Loc
13.429577,1.1924459,Loc
16.069582,5.1125154,Edge-Ring
12.726198,-2.085891,Edge-Loc
16.59713,10.018537,Edge-Ring
14.610268,-1.0680684,none
19.504255,-6.1423717,Donut
12.930298,-1.3975002,Edge-Ring
12.777778,-0.3759513,Scratch
6.954905,1.0319445,Random
19.367615,-5.8201485,Donut
14.133182,-1.250562,Edge-Loc
12.883596,-1.2629741,Edge-Loc
16.580359,10.000149,Edge-Ring
7.405229,10.487114,Center
14.355099,9.883505,Edge-Ring
14.923619,-1.2083867,Loc
12.75365,-1.6203762,Loc
7.56702,10.38601,Center
13.344752,-1.3028098,Edge-Loc
1.9017719,6.012858,none
11.15501,-0.09070823,Center
12.561279,1.7387007,Loc
17.05528,16.40742,Edge-Ring
13.916689,3.307652,Center
13.84464,-1.3867661,none
12.477958,-2.2816653,Edge-Loc
13.681854,-0.2033105,Scratch
12.992804,-1.2699615,Loc
13.288451,0.41695026,Edge-Loc
7.662421,0.9209697,Near-full
14.13143,-1.6345583,none
13.637331,-1.3991745,Scratch
12.744682,1.468457,none
1.5927525,5.8015695,Edge-Loc
10.465618,-0.39552766,Center
0.7600199,11.322976,Loc
12.043426,1.5326039,none
14.402905,9.944648,Edge-Ring
13.908881,0.9454953,Loc
10.720306,-0.9821581,Loc
-5.1048713,-2.079157,Edge-Ring
12.703603,-2.2653704,Loc
20.14874,5.363208,Scratch
14.881855,-4.9211187,none
13.757844,-0.96439004,Loc
13.708907,-1.1867425,Loc
13.373741,8.996098,Random
15.838643,2.0376801,Donut
13.903272,2.272247,Random
14.388323,9.94747,Edge-Ring
9.831106,2.4870312,Random
6.6965322,0.8820736,Edge-Loc
15.454007,0.16713125,Loc
14.891194,2.199998,Scratch
14.100742,-1.7255222,Loc
13.294932,-1.9489322,Edge-Ring
17.034807,16.42781,Edge-Ring
12.350084,-0.38283205,Loc
19.991665,-5.5714207,Donut
12.990153,1.7618216,Loc
9.986458,1.060416,Edge-Loc
1.9684792,6.096369,none
13.893572,0.013854607,Edge-Loc
13.032984,-2.0208313,Scratch
13.483727,-0.71316206,Scratch
6.9501176,1.0467464,Random
-5.0658216,-2.0728347,Edge-Ring
12.298835,-1.2610424,Scratch
14.889004,-1.2231346,Loc
16.032518,5.0648193,Edge-Ring
12.673056,-2.300162,none
12.125986,-0.36444274,Donut
16.173908,5.21309,Edge-Ring
4.568753,0.36975777,Random
12.917435,-1.265129,Edge-Ring
13.445087,-1.2746542,Loc
20.205309,5.4490485,Loc
12.9344635,-2.1781712,none
14.736388,-1.3481266,none
13.959611,0.90150166,Loc
14.153179,-1.2411162,none
19.607117,-5.723903,Donut
13.250473,1.8487577,Loc
13.388633,-1.4053876,Scratch
1.9231373,6.0849905,none
12.242723,-0.44891548,Donut
1.9129913,6.0673804,Loc
1.7232367,5.8220744,Edge-Loc
13.815485,2.21543,Loc
0.75354534,11.329241,Scratch
15.216382,4.227703,Random
5.9289975,1.6118766,Random
-5.0928626,-2.0308483,Edge-Ring
10.501809,-0.08535532,Center
7.4947276,10.411268,Edge-Loc
7.4914107,-0.77089226,Random
17.037645,16.425169,Edge-Ring
13.809673,-1.0228344,none
13.817016,2.1914232,Scratch
7.7578163,0.5961285,Random
12.78473,2.020866,Loc
14.328123,9.844999,Edge-Ring
4.569113,0.3568622,Random
12.649026,2.237328,Edge-Ring
13.854461,9.105491,Random
14.849221,1.4768702,none
7.3600097,10.438172,Center
20.316061,-5.8060493,Donut
13.514618,2.0171156,Scratch
12.551346,-0.4753348,Donut
16.188168,5.2307644,Edge-Ring
19.444208,-6.1348743,Donut
13.341832,-0.66561323,Scratch
15.028908,-1.2117326,Random
12.239729,1.4939893,Scratch
16.020327,5.072139,Edge-Ring
15.0192375,-1.2072114,none
12.276521,0.0014014319,Center
13.815009,2.2193997,Edge-Loc
13.895646,3.2656798,Loc
-0.011022442,19.138613,Edge-Ring
12.449905,0.08294249,Center
11.987911,2.4873083,none
12.029734,1.4454758,none
7.4088626,10.5869,Center
15.41807,0.15913872,Edge-Loc
14.899205,-2.418561,Center
14.9251,9.143521,Edge-Ring
13.112947,-2.349647,Loc
15.390646,0.08228175,Edge-Loc
0.052482482,19.079174,Edge-Ring
14.033566,-0.30272695,Center
8.690911,-0.43159547,Donut
13.094456,0.3331985,Loc
19.700983,-5.8792577,Donut
13.365084,-1.3482041,none
13.834349,-0.02297365,Edge-Loc
12.620975,-0.52018946,Edge-Loc
14.568479,-1.2013041,none
13.197938,-0.12424114,Loc
14.033389,-1.789285,Loc
