label,row,col,mean_defect_probability
Center,4,36,0.16767582673497905
Center,4,37,0.1688402421984164
Center,4,38,0.18095016301816488
Center,4,39,0.18630647414997673
Center,4,40,0.2079646017699115
Center,4,41,0.2065673032137867
Center,4,42,0.20586865393572426
Center,4,43,0.2289240801117839
Center,4,44,0.24918490917559386
Center,4,45,0.47391709361900325
Center,4,46,0.46506753609687934
Center,4,47,0.06031672100605496
Center,4,48,0.04448067070330694
Center,4,49,0.0009315323707498836
Center,4,50,0.0
Center,4,51,0.0
Center,4,52,0.0
Center,4,53,0.0
Center,4,54,0.0
Center,4,55,0.0
Center,4,56,0.0
Center,4,57,0.0
Center,4,58,0.0
Center,4,59,0.0
Center,4,60,0.0
Center,4,61,0.0
Center,4,62,0.0
Center,4,63,0.0
Center,5,0,0.0
Center,5,1,0.0
Center,5,2,0.0
Center,5,3,0.0
Center,5,4,0.0
Center,5,5,0.0
Center,5,6,0.0
Center,5,7,0.0
Center,5,8,0.0
Center,5,9,0.0
Center,5,10,0.0
Center,5,11,0.0
Center,5,12,0.01327433628318584
Center,5,13,0.02352119236143456
Center,5,14,0.2687470889613414
Center,5,15,0.3295295761527713
Center,5,16,0.3223102002794597
Center,5,17,0.2345132743362832
Center,5,18,0.2289240801117839
Center,5,19,0.1737307871448533
Center,5,20,0.17419655333022824
Center,5,21,0.15719608756404285
Center,5,22,0.1599906846762925
Center,5,23,0.15416860735910573
Center,5,24,0.14136003726129484
Center,5,25,0.14462040055891942
Center,5,26,0.15346995808104333
Center,5,27,0.151839776432231
Center,5,28,0.16418258034466698
Center,5,29,0.1625523986958547
Center,5,30,0.16138798323241732
Center,5,31,0.17047042384722869
Center,5,32,0.16348393106660455
Center,5,33,0.15952491849091757
Center,5,34,0.16278528178854215
Center,5,35,0.15812761993479274
Center,5,36,0.15649743828598045
Center,5,37,0.15719608756404285
Center,5,38,0.15533302282254308
Center,5,39,0.1574289706567303
Center,5,40,0.1744294364229157
Center,5,41,0.17466231951560315
Center,5,42,0.17745691662785282
Center,5,43,0.1560316721006055
Center,5,44,0.16418258034466698
Center,5,45,0.21332091290172334
Center,5,46,0.22263623660922216
Center,5,47,0.29482999534233817
Center,5,48,0.291802515137401
Center,5,49,0.23567768979972054
Center,5,50,0.020027945971122497
Center,5,51,0.008616674429436423
Center,5,52,0.0
Center,5,53,0.0
Center,5,54,0.0
Center,5,55,0.0
Center,5,56,0.0
Center,5,57,0.0
Center,5,58,0.0
Center,5,59,0.0
Center,5,60,0.0
Center,5,61,0.0
Center,5,62,0.0
Center,5,63,0.0
Center,6,0,0.0
Center,6,1,0.0
Center,6,2,0.0
Center,6,3,0.0
Center,6,4,0.0
Center,6,5,0.0
Center,6,6,0.0
Center,6,7,0.0
Center,6,8,0.0
Center,6,9,0.0
Center,6,10,0.0
Center,6,11,0.004191895668374476
Center,6,12,0.03143921751280857
Center,6,13,0.07638565440149045
Center,6,14,0.31020027945971124
Center,6,15,0.3230088495575221
Center,6,16,0.29948765719608755
Center,6,17,0.20586865393572426
Center,6,18,0.20493712156497437
Center,6,19,0.1630181648812296
Center,6,20,0.1630181648812296
Center,6,21,0.15696320447135537
Center,6,22,0.15975780158360503
Center,6,23,0.14788076385654403
Center,6,24,0.13809967396367023
Center,6,25,0.13786679087098277
Center,6,26,0.1432231020027946
Center,6,27,0.14182580344666978
Center,6,28,0.151839776432231
Center,6,29,0.15882626921285514
Center,6,30,0.1574289706567303
Center,6,31,0.16022356776897997
Center,6,32,0.16115510013972986
Center,6,33,0.15789473684210525
Center,6,34,0.1574289706567303
Center,6,35,0.15952491849091757
Center,6,36,0.15859338612016768
Center,6,37,0.16092221704704238
Center,6,38,0.15789473684210525
Center,6,39,0.151839776432231
Center,6,40,0.16371681415929204
Center,6,41,0.1632510479739171
Center,6,42,0.1632510479739171
Center,6,43,0.14694923148579414
Center,6,44,0.14788076385654403
Center,6,45,0.18863530507685142
Center,6,46,0.1944573823940382
Center,6,47,0.2729389846297159
Center,6,48,0.28365160689333957
Center,6,49,0.28365160689333957
Center,6,50,0.07894736842105263
Center,6,51,0.027945971122496506
Center,6,52,0.004191895668374476
Center,6,53,0.0
Center,6,54,0.0
Center,6,55,0.0
Center,6,56,0.0
Center,6,57,0.0
Center,6,58,0.0
Center,6,59,0.0
Center,6,60,0.0
Center,6,61,0.0
Center,6,62,0.0
Center,6,63,0.0
Center,7,0,0.0
Center,7,1,0.0
Center,7,2,0.0
Center,7,3,0.0
Center,7,4,0.0
Center,7,5,0.0
Center,7,6,0.0
Center,7,7,0.0
Center,7,8,0.0
Center,7,9,0.0
Center,7,10,0.011644154634373545
Center,7,11,0.02375407545412203
Center,7,12,0.05402887750349324
Center,7,13,0.10060549604098742
Center,7,14,0.2925011644154634
Center,7,15,0.2834187238006521
Center,7,16,0.27619934792734047
Center,7,17,0.19492314857941315
Center,7,18,0.19259431765253843
Center,7,19,0.151839776432231
Center,7,20,0.1560316721006055
Center,7,21,0.1583605030274802
Center,7,22,0.1599906846762925
Center,7,23,0.1488122962272939
Center,7,24,0.1353050768514206
Center,7,25,0.1353050768514206
Center,7,26,0.13996273870517
Center,7,27,0.1350721937587331
Center,7,28,0.14438751746623196
Center,7,29,0.15789473684210525
Center,7,30,0.1616208663251048
Center,7,31,0.15486725663716813
Center,7,32,0.1574289706567303
Center,7,33,0.1630181648812296
Center,7,34,0.1599906846762925
Center,7,35,0.1583605030274802
Center,7,36,0.15882626921285514
Center,7,37,0.15719608756404285
Center,7,38,0.15649743828598045
Center,7,39,0.1599906846762925
Center,7,40,0.16581276199347927
Center,7,41,0.16185374941779226
Center,7,42,0.15789473684210525
Center,7,43,0.1471821145784816
Center,7,44,0.15137401024685607
Center,7,45,0.183977643223102
Center,7,46,0.18630647414997673
Center,7,47,0.2536096879366558
Center,7,48,0.25314392175128086
Center,7,49,0.27480204937121566
Center,7,50,0.10363297624592455
Center,7,51,0.0551932929669306
Center,7,52,0.033302282254308334
Center,7,53,0.01606893339543549
Center,7,54,0.0
Center,7,55,0.0
Center,7,56,0.0
Center,7,57,0.0
Center,7,58,0.0
Center,7,59,0.0
Center,7,60,0.0
Center,7,61,0.0
Center,7,62,0.0
Center,7,63,0.0
Center,8,0,0.0
Center,8,1,0.0
Center,8,2,0.0
Center,8,3,0.0
Center,8,4,0.0
Center,8,5,0.0
Center,8,6,0.0
Center,8,7,0.0
Center,8,8,0.0
Center,8,9,0.0002328830926874709
Center,8,10,0.050768514205868656
Center,8,11,0.08011178388448999
Center,8,12,0.2382394038192827
Center,8,13,0.24359571495109456
Center,8,14,0.17233348858872846
Center,8,15,0.17256637168141592
Center,8,16,0.16837447601304145
Center,8,17,0.14438751746623196
Center,8,18,0.1464834653004192
Center,8,19,0.1455519329296693
Center,8,20,0.1471821145784816
Center,8,21,0.1369352585002329
Center,8,22,0.12901723334885887
Center,8,23,0.12715416860735912
Center,8,24,0.13297624592454588
Center,8,25,0.13856544014904518
Center,8,26,0.1367023754075454
Center,8,27,0.13367489520260828
Center,8,28,0.13414066138798322
Center,8,29,0.13856544014904518
Center,8,30,0.1415929203539823
Center,8,31,0.13809967396367023
Center,8,32,0.14299021891010713
Center,8,33,0.14788076385654403
Center,8,34,0.14531904983698182
Center,8,35,0.13996273870517
Center,8,36,0.136003726129483
Center,8,37,0.13483931066604565
Center,8,38,0.13227759664648348
Center,8,39,0.1311131811830461
Center,8,40,0.14834653004191894
Center,8,41,0.1415929203539823
Center,8,42,0.14671634839310665
Center,8,43,0.1527713088029809
Center,8,44,0.15510013972985562
Center,8,45,0.15416860735910573
Center,8,46,0.1520726595249185
Center,8,47,0.16581276199347927
Center,8,48,0.16674429436422916
Center,8,49,0.17116907312529112
Center,8,50,0.20470423847228691
Center,8,51,0.2175128085700978
Center,8,52,0.4026548672566372
Center,8,53,0.3623660922217047
Center,8,54,0.29646017699115046
Center,8,55,0.0004657661853749418
Center,8,56,0.0
Center,8,57,0.0
Center,8,58,0.0
Center,8,59,0.0
Center,8,60,0.0
Center,8,61,0.0
Center,8,62,0.0
Center,8,63,0.0
Center,9,0,0.0
Center,9,1,0.0
Center,9,2,0.0
Center,9,3,0.0
Center,9,4,0.0
Center,9,5,0.0
Center,9,6,0.0
Center,9,7,0.0
Center,9,8,0.005822077317186773
Center,9,9,0.03376804843968328
Center,9,10,0.07894736842105263
Center,9,11,0.0847694457382394
Center,9,12,0.23591057289240802
Center,9,13,0.2345132743362832
Center,9,14,0.1625523986958547
Center,9,15,0.16604564508616673
Center,9,16,0.16441546343735444
Center,9,17,0.1406613879832324
Center,9,18,0.1415929203539823
Center,9,19,0.14904517931998137
Center,9,20,0.14764788076385654
Center,9,21,0.1367023754075454
Center,9,22,0.12855146716348392
Center,9,23,0.13274336283185842
Center,9,24,0.1376339077782953
Center,9,25,0.14299021891010713
Center,9,26,0.1432231020027946
Center,9,27,0.1369352585002329
Center,9,28,0.13646949231485794
Center,9,29,0.14578481602235677
Center,9,30,0.15393572426641824
Center,9,31,0.1481136469492315
Center,9,32,0.14788076385654403
Center,9,33,0.14927806241266883
Center,9,34,0.15510013972985562
Center,9,35,0.15486725663716813
Center,9,36,0.1425244527247322
Center,9,37,0.13949697251979506
Center,9,38,0.13483931066604565
Center,9,39,0.13414066138798322
Center,9,40,0.14927806241266883
Center,9,41,0.1471821145784816
Center,9,42,0.15067536096879366
Center,9,43,0.1544014904517932
Center,9,44,0.1574289706567303
Center,9,45,0.151839776432231
Center,9,46,0.14834653004191894
Center,9,47,0.1623195156031672
Center,9,48,0.16348393106660455
Center,9,49,0.16697717745691662
Center,9,50,0.19469026548672566
Center,9,51,0.21029343269678621
Center,9,52,0.39473684210526316
Center,9,53,0.38681881695388914
Center,9,54,0.32999534233814626
Center,9,55,0.007918025151374011
Center,9,56,0.0
Center,9,57,0.0
Center,9,58,0.0
Center,9,59,0.0
Center,9,60,0.0
Center,9,61,0.0
Center,9,62,0.0
Center,9,63,0.0
Center,10,0,0.0
Center,10,1,0.0
Center,10,2,0.0
Center,10,3,0.0
Center,10,4,0.0
Center,10,5,0.0
Center,10,6,0.0
Center,10,7,0.01606893339543549
Center,10,8,0.06217978574755473
Center,10,9,0.28737773637633907
Center,10,10,0.26362366092221706
Center,10,11,0.251746623195156
Center,10,12,0.18281322775966466
Center,10,13,0.180018630647415
Center,10,14,0.14182580344666978
Center,10,15,0.14345598509548207
Center,10,16,0.13716814159292035
Center,10,17,0.13414066138798322
Center,10,18,0.1350721937587331
Center,10,19,0.1406613879832324
Center,10,20,0.14112715416860735
Center,10,21,0.14042850489054495
Center,10,22,0.14205868653935724
Center,10,23,0.13879832324173266
Center,10,24,0.14299021891010713
Center,10,25,0.1481136469492315
Center,10,26,0.14182580344666978
Center,10,27,0.13716814159292035
Center,10,28,0.13390777829529577
Center,10,29,0.13926408942710758
Center,10,30,0.14788076385654403
Center,10,31,0.28621332091290175
Center,10,32,0.2801583605030275
Center,10,33,0.13088029809035864
Center,10,34,0.14019562179785747
Center,10,35,0.1448532836516069
Center,10,36,0.14578481602235677
Center,10,37,0.13716814159292035
Center,10,38,0.13740102468560783
Center,10,39,0.13577084303679554
Center,10,40,0.14415463437354448
Center,10,41,0.14601769911504425
Center,10,42,0.14927806241266883
Center,10,43,0.15067536096879366
Center,10,44,0.1504424778761062
Center,10,45,0.1422915696320447
Center,10,46,0.1406613879832324
Center,10,47,0.14997671169073126
Center,10,48,0.15160689333954355
Center,10,49,0.15510013972985562
Center,10,50,0.15067536096879366
Center,10,51,0.16092221704704238
Center,10,52,0.2168141592920354
Center,10,53,0.22147182114578481
Center,10,54,0.24918490917559386
Center,10,55,0.3735444806707033
Center,10,56,0.3267349790405217
Center,10,57,0.0
Center,10,58,0.0
Center,10,59,0.0
Center,10,60,0.0
Center,10,61,0.0
Center,10,62,0.0
Center,10,63,0.0
Center,11,0,0.0
Center,11,1,0.0
Center,11,2,0.0
Center,11,3,0.0
Center,11,4,0.0
Center,11,5,0.0
Center,11,6,0.0006986492780624127
Center,11,7,0.050535631113181184
Center,11,8,0.10456450861667443
Center,11,9,0.2734047508150908
Center,11,10,0.2503493246390312
Center,11,11,0.2352119236143456
Center,11,12,0.1688402421984164
Center,11,13,0.17303213786679086
Center,11,14,0.13949697251979506
Center,11,15,0.13623660922217046
Center,11,16,0.13786679087098277
Center,11,17,0.13390777829529577
Center,11,18,0.13553795994410806
Center,11,19,0.14368886818816953
Center,11,20,0.14601769911504425
Center,11,21,0.1422915696320447
Center,11,22,0.13996273870517
Center,11,23,0.1425244527247322
Center,11,24,0.1527713088029809
Center,11,25,0.14974382859804378
Center,11,26,0.1432231020027946
Center,11,27,0.13949697251979506
Center,11,28,0.13949697251979506
Center,11,29,0.1425244527247322
Center,11,30,0.14392175128085702
Center,11,31,0.27782952957615276
Center,11,32,0.27689799720540287
Center,11,33,0.13833255705635772
Center,11,34,0.1408942710759199
Center,11,35,0.14578481602235677
Center,11,36,0.14694923148579414
Center,11,37,0.14112715416860735
Center,11,38,0.13577084303679554
Center,11,39,0.1406613879832324
Center,11,40,0.1511411271541686
Center,11,41,0.14601769911504425
Center,11,42,0.15160689333954355
Center,11,43,0.15067536096879366
Center,11,44,0.1455519329296693
Center,11,45,0.14136003726129484
Center,11,46,0.1369352585002329
Center,11,47,0.15160689333954355
Center,11,48,0.15463437354448067
Center,11,49,0.15300419189566838
Center,11,50,0.15020959478341872
Center,11,51,0.15323707498835584
Center,11,52,0.19818351187703773
Center,11,53,0.20586865393572426
Center,11,54,0.2286911970190964
Center,11,55,0.4240801117838845
Center,11,56,0.3595714951094551
Center,11,57,0.0
Center,11,58,0.0
Center,11,59,0.0
Center,11,60,0.0
Center,11,61,0.0
Center,11,62,0.0
Center,11,63,0.0
Center,12,0,0.0
Center,12,1,0.0
Center,12,2,0.0
Center,12,3,0.0
Center,12,4,0.0
Center,12,5,0.008383791336748951
Center,12,6,0.05775500698649278
Center,12,7,0.10176991150442478
Center,12,8,0.09804378202142525
Center,12,9,0.2529110386585934
Center,12,10,0.24173265020959478
Center,12,11,0.22938984629715883
Center,12,12,0.1695388914764788
Center,12,13,0.1734979040521658
Center,12,14,0.1343735444806707
Center,12,15,0.1313460642757336
Center,12,16,0.13460642757335817
Center,12,17,0.12855146716348392
Center,12,18,0.12855146716348392
Center,12,19,0.1455519329296693
Center,12,20,0.1511411271541686
Center,12,21,0.1415929203539823
Center,12,22,0.136003726129483
Center,12,23,0.14112715416860735
Center,12,24,0.151839776432231
Center,12,25,0.14974382859804378
Center,12,26,0.14205868653935724
Center,12,27,0.14368886818816953
Center,12,28,0.14392175128085702
Center,12,29,0.14275733581741964
Center,12,30,0.1432231020027946
Center,12,31,0.26641825803446667
Center,12,32,0.2626921285514672
Center,12,33,0.13740102468560783
Center,12,34,0.14345598509548207
Center,12,35,0.14368886818816953
Center,12,36,0.14741499767116908
Center,12,37,0.14299021891010713
Center,12,38,0.14112715416860735
Center,12,39,0.14112715416860735
Center,12,40,0.15020959478341872
Center,12,41,0.14345598509548207
Center,12,42,0.14834653004191894
Center,12,43,0.14578481602235677
Center,12,44,0.14299021891010713
Center,12,45,0.14275733581741964
Center,12,46,0.1406613879832324
Center,12,47,0.1471821145784816
Center,12,48,0.15090824406148112
Center,12,49,0.14927806241266883
Center,12,50,0.14136003726129484
Center,12,51,0.14601769911504425
Center,12,52,0.1911970190964136
Center,12,53,0.19655333022822544
Center,12,54,0.2079646017699115
Center,12,55,0.40707964601769914
Center,12,56,0.39590125756870054
Center,12,57,0.05961807172799255
Center,12,58,0.010246856078248719
Center,12,59,0.0
Center,12,60,0.0
Center,12,61,0.0
Center,12,62,0.0
Center,12,63,0.0
Center,13,0,0.0
Center,13,1,0.0
Center,13,2,0.0
Center,13,3,0.0
Center,13,4,0.0
Center,13,5,0.019096413600372612
Center,13,6,0.17233348858872846
Center,13,7,0.34210526315789475
Center,13,8,0.2431299487657196
Center,13,9,0.17326502095947835
Center,13,10,0.16185374941779226
Center,13,11,0.16092221704704238
Center,13,12,0.14671634839310665
Center,13,13,0.1432231020027946
Center,13,14,0.13274336283185842
Center,13,15,0.14345598509548207
Center,13,16,0.14415463437354448
Center,13,17,0.13181183046110853
Center,13,18,0.13297624592454588
Center,13,19,0.19399161620866326
Center,13,20,0.19841639496972518
Center,13,21,0.14671634839310665
Center,13,22,0.14462040055891942
Center,13,23,0.14415463437354448
Center,13,24,0.13483931066604565
Center,13,25,0.1350721937587331
Center,13,26,0.14415463437354448
Center,13,27,0.1471821145784816
Center,13,28,0.13646949231485794
Center,13,29,0.1343735444806707
Center,13,30,0.13716814159292035
Center,13,31,0.16627852817885422
Center,13,32,0.16208663251047975
Center,13,33,0.13949697251979506
Center,13,34,0.14508616674429436
Center,13,35,0.14275733581741964
Center,13,36,0.1488122962272939
Center,13,37,0.1464834653004192
Center,13,38,0.1422915696320447
Center,13,39,0.13949697251979506
Center,13,40,0.1425244527247322
Center,13,41,0.13716814159292035
Center,13,42,0.13856544014904518
Center,13,43,0.12668840242198418
Center,13,44,0.12412668840242198
Center,13,45,0.1425244527247322
Center,13,46,0.14136003726129484
Center,13,47,0.13949697251979506
Center,13,48,0.13949697251979506
Center,13,49,0.13646949231485794
Center,13,50,0.12808570097810898
Center,13,51,0.12598975314392175
Center,13,52,0.1425244527247322
Center,13,53,0.14462040055891942
Center,13,54,0.15649743828598045
Center,13,55,0.2063344201210992
Center,13,56,0.252212389380531
Center,13,57,0.6173730787144853
Center,13,58,0.5190964136003726
Center,13,59,0.0
Center,13,60,0.0
Center,13,61,0.0
Center,13,62,0.0
Center,13,63,0.0
Center,14,0,0.0
Center,14,1,0.0
Center,14,2,0.0
Center,14,3,0.0
Center,14,4,0.0030274802049371215
Center,14,5,0.030507685142058687
Center,14,6,0.15253842571029344
Center,14,7,0.3078714485328365
Center,14,8,0.23311597578015836
Center,14,9,0.16930600838379134
Center,14,10,0.1560316721006055
Center,14,11,0.15882626921285514
Center,14,12,0.14136003726129484
Center,14,13,0.13949697251979506
Center,14,14,0.13227759664648348
Center,14,15,0.14694923148579414
Center,14,16,0.14438751746623196
Center,14,17,0.13344201210992082
Center,14,18,0.1350721937587331
Center,14,19,0.195854680950163
Center,14,20,0.20027945971122496
Center,14,21,0.14345598509548207
Center,14,22,0.1432231020027946
Center,14,23,0.14671634839310665
Center,14,24,0.13903120633442012
Center,14,25,0.13483931066604565
Center,14,26,0.14345598509548207
Center,14,27,0.15160689333954355
Center,14,28,0.1408942710759199
Center,14,29,0.13996273870517
Center,14,30,0.1408942710759199
Center,14,31,0.16581276199347927
Center,14,32,0.1616208663251048
Center,14,33,0.1448532836516069
Center,14,34,0.14974382859804378
Center,14,35,0.14415463437354448
Center,14,36,0.15090824406148112
Center,14,37,0.14834653004191894
Center,14,38,0.14578481602235677
Center,14,39,0.1462505822077317
Center,14,40,0.14834653004191894
Center,14,41,0.14299021891010713
Center,14,42,0.13972985561248252
Center,14,43,0.13181183046110853
Center,14,44,0.12412668840242198
Center,14,45,0.13646949231485794
Center,14,46,0.13856544014904518
Center,14,47,0.14601769911504425
Center,14,48,0.1448532836516069
Center,14,49,0.13996273870517
Center,14,50,0.13157894736842105
Center,14,51,0.1297158826269213
Center,14,52,0.1464834653004192
Center,14,53,0.14857941313460643
Center,14,54,0.1537028411737308
Center,14,55,0.2000465766185375
Center,14,56,0.23148579413134607
Center,14,57,0.6120167675826735
Center,14,58,0.5391243595714951
Center,14,59,0.006054960409874243
Center,14,60,0.0
Center,14,61,0.0
Center,14,62,0.0
Center,14,63,0.0
Center,15,0,0.0
Center,15,1,0.0
Center,15,2,0.004890544946436889
Center,15,3,0.004890544946436889
Center,15,4,0.06683744760130414
Center,15,5,0.49254774103400095
Center,15,6,0.47484862598975314
Center,15,7,0.20493712156497437
Center,15,8,0.19725197950628784
Center,15,9,0.15463437354448067
Center,15,10,0.13949697251979506
Center,15,11,0.1448532836516069
Center,15,12,0.13903120633442012
Center,15,13,0.1376339077782953
Center,15,14,0.14182580344666978
Center,15,15,0.14415463437354448
